Province_State,Country_Region,Lat,Long,Date,Deaths
Fujian,China,26.0789,117.9874,11/6/2020,1
Fujian,China,26.0789,117.9874,11/7/2020,1
Fujian,China,26.0789,117.9874,11/8/2020,1
Fujian,China,26.0789,117.9874,11/9/2020,1
Fujian,China,26.0789,117.9874,11/10/2020,1
Fujian,China,26.0789,117.9874,11/11/2020,1
Fujian,China,26.0789,117.9874,11/12/2020,1
Fujian,China,26.0789,117.9874,11/13/2020,1
Fujian,China,26.0789,117.9874,11/14/2020,1
Fujian,China,26.0789,117.9874,11/15/2020,1
Fujian,China,26.0789,117.9874,11/16/2020,1
Fujian,China,26.0789,117.9874,11/17/2020,1
Fujian,China,26.0789,117.9874,11/18/2020,1
Fujian,China,26.0789,117.9874,11/19/2020,1
Fujian,China,26.0789,117.9874,11/20/2020,1
Fujian,China,26.0789,117.9874,11/21/2020,1
Fujian,China,26.0789,117.9874,11/22/2020,1
Fujian,China,26.0789,117.9874,11/23/2020,1
Fujian,China,26.0789,117.9874,11/24/2020,1
Fujian,China,26.0789,117.9874,11/25/2020,1
Fujian,China,26.0789,117.9874,11/26/2020,1
Fujian,China,26.0789,117.9874,11/27/2020,1
Fujian,China,26.0789,117.9874,11/28/2020,1
Fujian,China,26.0789,117.9874,11/29/2020,1
Fujian,China,26.0789,117.9874,11/30/2020,1
Fujian,China,26.0789,117.9874,12/1/2020,1
Fujian,China,26.0789,117.9874,12/2/2020,1
Fujian,China,26.0789,117.9874,12/3/2020,1
Fujian,China,26.0789,117.9874,12/4/2020,1
Fujian,China,26.0789,117.9874,12/5/2020,1
Fujian,China,26.0789,117.9874,12/6/2020,1
Fujian,China,26.0789,117.9874,12/7/2020,1
Fujian,China,26.0789,117.9874,12/8/2020,1
Fujian,China,26.0789,117.9874,12/9/2020,1
Fujian,China,26.0789,117.9874,12/10/2020,1
Fujian,China,26.0789,117.9874,12/11/2020,1
Fujian,China,26.0789,117.9874,12/12/2020,1
Fujian,China,26.0789,117.9874,12/13/2020,1
Fujian,China,26.0789,117.9874,12/14/2020,1
Fujian,China,26.0789,117.9874,12/15/2020,1
Fujian,China,26.0789,117.9874,12/16/2020,1
Fujian,China,26.0789,117.9874,12/17/2020,1
Fujian,China,26.0789,117.9874,12/18/2020,1
Fujian,China,26.0789,117.9874,12/19/2020,1
Fujian,China,26.0789,117.9874,12/20/2020,1
Fujian,China,26.0789,117.9874,12/21/2020,1
Fujian,China,26.0789,117.9874,12/22/2020,1
Fujian,China,26.0789,117.9874,12/23/2020,1
Fujian,China,26.0789,117.9874,12/24/2020,1
Fujian,China,26.0789,117.9874,12/25/2020,1
Fujian,China,26.0789,117.9874,12/26/2020,1
Fujian,China,26.0789,117.9874,12/27/2020,1
Fujian,China,26.0789,117.9874,12/28/2020,1
Fujian,China,26.0789,117.9874,12/29/2020,1
Fujian,China,26.0789,117.9874,12/30/2020,1
Fujian,China,26.0789,117.9874,12/31/2020,1
Fujian,China,26.0789,117.9874,1/1/2021,1
Fujian,China,26.0789,117.9874,1/2/2021,1
Fujian,China,26.0789,117.9874,1/3/2021,1
Fujian,China,26.0789,117.9874,1/4/2021,1
Fujian,China,26.0789,117.9874,1/5/2021,1
Fujian,China,26.0789,117.9874,1/6/2021,1
Fujian,China,26.0789,117.9874,1/7/2021,1
Fujian,China,26.0789,117.9874,1/8/2021,1
Fujian,China,26.0789,117.9874,1/9/2021,1
Fujian,China,26.0789,117.9874,1/10/2021,1
Fujian,China,26.0789,117.9874,1/11/2021,1
Fujian,China,26.0789,117.9874,1/12/2021,1
Fujian,China,26.0789,117.9874,1/13/2021,1
Fujian,China,26.0789,117.9874,1/14/2021,1
Fujian,China,26.0789,117.9874,1/15/2021,1
Fujian,China,26.0789,117.9874,1/16/2021,1
Fujian,China,26.0789,117.9874,1/17/2021,1
Fujian,China,26.0789,117.9874,1/18/2021,1
Fujian,China,26.0789,117.9874,1/19/2021,1
Fujian,China,26.0789,117.9874,1/20/2021,1
Fujian,China,26.0789,117.9874,1/21/2021,1
Fujian,China,26.0789,117.9874,1/22/2021,1
Fujian,China,26.0789,117.9874,1/23/2021,1
Fujian,China,26.0789,117.9874,1/24/2021,1
Fujian,China,26.0789,117.9874,1/25/2021,1
Fujian,China,26.0789,117.9874,1/26/2021,1
Fujian,China,26.0789,117.9874,1/27/2021,1
Fujian,China,26.0789,117.9874,1/28/2021,1
Fujian,China,26.0789,117.9874,1/29/2021,1
Fujian,China,26.0789,117.9874,1/30/2021,1
Fujian,China,26.0789,117.9874,1/31/2021,1
Fujian,China,26.0789,117.9874,2/1/2021,1
Fujian,China,26.0789,117.9874,2/2/2021,1
Fujian,China,26.0789,117.9874,2/3/2021,1
Fujian,China,26.0789,117.9874,2/4/2021,1
Fujian,China,26.0789,117.9874,2/5/2021,1
Fujian,China,26.0789,117.9874,2/6/2021,1
Fujian,China,26.0789,117.9874,2/7/2021,1
Fujian,China,26.0789,117.9874,2/8/2021,1
Fujian,China,26.0789,117.9874,2/9/2021,1
Fujian,China,26.0789,117.9874,2/10/2021,1
Fujian,China,26.0789,117.9874,2/11/2021,1
Fujian,China,26.0789,117.9874,2/12/2021,1
Fujian,China,26.0789,117.9874,2/13/2021,1
Fujian,China,26.0789,117.9874,2/14/2021,1
Fujian,China,26.0789,117.9874,2/15/2021,1
Fujian,China,26.0789,117.9874,2/16/2021,1
Fujian,China,26.0789,117.9874,2/17/2021,1
Fujian,China,26.0789,117.9874,2/18/2021,1
Fujian,China,26.0789,117.9874,2/19/2021,1
Fujian,China,26.0789,117.9874,2/20/2021,1
Fujian,China,26.0789,117.9874,2/21/2021,1
Fujian,China,26.0789,117.9874,2/22/2021,1
Fujian,China,26.0789,117.9874,2/23/2021,1
Fujian,China,26.0789,117.9874,2/24/2021,1
Fujian,China,26.0789,117.9874,2/25/2021,1
Fujian,China,26.0789,117.9874,2/26/2021,1
Fujian,China,26.0789,117.9874,2/27/2021,1
Fujian,China,26.0789,117.9874,2/28/2021,1
Fujian,China,26.0789,117.9874,3/1/2021,1
Fujian,China,26.0789,117.9874,3/2/2021,1
Fujian,China,26.0789,117.9874,3/3/2021,1
Fujian,China,26.0789,117.9874,3/4/2021,1
Fujian,China,26.0789,117.9874,3/5/2021,1
Fujian,China,26.0789,117.9874,3/6/2021,1
Fujian,China,26.0789,117.9874,3/7/2021,1
Fujian,China,26.0789,117.9874,3/8/2021,1
Fujian,China,26.0789,117.9874,3/9/2021,1
Fujian,China,26.0789,117.9874,3/10/2021,1
Fujian,China,26.0789,117.9874,3/11/2021,1
Fujian,China,26.0789,117.9874,3/12/2021,1
Fujian,China,26.0789,117.9874,3/13/2021,1
Fujian,China,26.0789,117.9874,3/14/2021,1
Fujian,China,26.0789,117.9874,3/15/2021,1
Fujian,China,26.0789,117.9874,3/16/2021,1
Fujian,China,26.0789,117.9874,3/17/2021,1
Fujian,China,26.0789,117.9874,3/18/2021,1
Fujian,China,26.0789,117.9874,3/19/2021,1
Fujian,China,26.0789,117.9874,3/20/2021,1
Fujian,China,26.0789,117.9874,3/21/2021,1
Fujian,China,26.0789,117.9874,3/22/2021,1
Fujian,China,26.0789,117.9874,3/23/2021,1
Fujian,China,26.0789,117.9874,3/24/2021,1
Fujian,China,26.0789,117.9874,3/25/2021,1
Fujian,China,26.0789,117.9874,3/26/2021,1
Fujian,China,26.0789,117.9874,3/27/2021,1
Fujian,China,26.0789,117.9874,3/28/2021,1
Fujian,China,26.0789,117.9874,3/29/2021,1
Fujian,China,26.0789,117.9874,3/30/2021,1
Fujian,China,26.0789,117.9874,3/31/2021,1
Fujian,China,26.0789,117.9874,4/1/2021,1
Fujian,China,26.0789,117.9874,4/2/2021,1
Fujian,China,26.0789,117.9874,4/3/2021,1
Fujian,China,26.0789,117.9874,4/4/2021,1
Fujian,China,26.0789,117.9874,4/5/2021,1
Fujian,China,26.0789,117.9874,4/6/2021,1
Fujian,China,26.0789,117.9874,4/7/2021,1
Fujian,China,26.0789,117.9874,4/8/2021,1
Fujian,China,26.0789,117.9874,4/9/2021,1
Fujian,China,26.0789,117.9874,4/10/2021,1
Fujian,China,26.0789,117.9874,4/11/2021,1
Fujian,China,26.0789,117.9874,4/12/2021,1
Fujian,China,26.0789,117.9874,4/13/2021,1
Fujian,China,26.0789,117.9874,4/14/2021,1
Fujian,China,26.0789,117.9874,4/15/2021,1
Fujian,China,26.0789,117.9874,4/16/2021,1
Fujian,China,26.0789,117.9874,4/17/2021,1
Fujian,China,26.0789,117.9874,4/18/2021,1
Fujian,China,26.0789,117.9874,4/19/2021,1
Fujian,China,26.0789,117.9874,4/20/2021,1
Fujian,China,26.0789,117.9874,4/21/2021,1
Fujian,China,26.0789,117.9874,4/22/2021,1
Fujian,China,26.0789,117.9874,4/23/2021,1
Fujian,China,26.0789,117.9874,4/24/2021,1
Fujian,China,26.0789,117.9874,4/25/2021,1
Fujian,China,26.0789,117.9874,4/26/2021,1
Fujian,China,26.0789,117.9874,4/27/2021,1
Fujian,China,26.0789,117.9874,4/28/2021,1
Fujian,China,26.0789,117.9874,4/29/2021,1
Fujian,China,26.0789,117.9874,4/30/2021,1
Fujian,China,26.0789,117.9874,5/1/2021,1
Fujian,China,26.0789,117.9874,5/2/2021,1
Fujian,China,26.0789,117.9874,5/3/2021,1
Fujian,China,26.0789,117.9874,5/4/2021,1
Fujian,China,26.0789,117.9874,5/5/2021,1
Fujian,China,26.0789,117.9874,5/6/2021,1
Fujian,China,26.0789,117.9874,5/7/2021,1
Fujian,China,26.0789,117.9874,5/8/2021,1
Fujian,China,26.0789,117.9874,5/9/2021,1
Fujian,China,26.0789,117.9874,5/10/2021,1
Fujian,China,26.0789,117.9874,5/11/2021,1
Fujian,China,26.0789,117.9874,5/12/2021,1
Fujian,China,26.0789,117.9874,5/13/2021,1
Fujian,China,26.0789,117.9874,5/14/2021,1
Fujian,China,26.0789,117.9874,5/15/2021,1
Fujian,China,26.0789,117.9874,5/16/2021,1
Fujian,China,26.0789,117.9874,5/17/2021,1
Fujian,China,26.0789,117.9874,5/18/2021,1
Fujian,China,26.0789,117.9874,5/19/2021,1
Fujian,China,26.0789,117.9874,5/20/2021,1
Fujian,China,26.0789,117.9874,5/21/2021,1
Fujian,China,26.0789,117.9874,5/22/2021,1
Fujian,China,26.0789,117.9874,5/23/2021,1
Fujian,China,26.0789,117.9874,5/24/2021,1
Fujian,China,26.0789,117.9874,5/25/2021,1
Fujian,China,26.0789,117.9874,5/26/2021,1
Fujian,China,26.0789,117.9874,5/27/2021,1
Fujian,China,26.0789,117.9874,5/28/2021,1
Fujian,China,26.0789,117.9874,5/29/2021,1
Fujian,China,26.0789,117.9874,5/30/2021,1
Fujian,China,26.0789,117.9874,5/31/2021,1
Fujian,China,26.0789,117.9874,6/1/2021,1
Fujian,China,26.0789,117.9874,6/2/2021,1
Fujian,China,26.0789,117.9874,6/3/2021,1
Fujian,China,26.0789,117.9874,6/4/2021,1
Fujian,China,26.0789,117.9874,6/5/2021,1
Fujian,China,26.0789,117.9874,6/6/2021,1
Fujian,China,26.0789,117.9874,6/7/2021,1
Fujian,China,26.0789,117.9874,6/8/2021,1
Fujian,China,26.0789,117.9874,6/9/2021,1
Fujian,China,26.0789,117.9874,6/10/2021,1
Fujian,China,26.0789,117.9874,6/11/2021,1
Fujian,China,26.0789,117.9874,6/12/2021,1
Fujian,China,26.0789,117.9874,6/13/2021,1
Fujian,China,26.0789,117.9874,6/14/2021,1
Fujian,China,26.0789,117.9874,6/15/2021,1
Fujian,China,26.0789,117.9874,6/16/2021,1
Fujian,China,26.0789,117.9874,6/17/2021,1
Fujian,China,26.0789,117.9874,6/18/2021,1
Fujian,China,26.0789,117.9874,6/19/2021,1
Fujian,China,26.0789,117.9874,6/20/2021,1
Fujian,China,26.0789,117.9874,6/21/2021,1
Fujian,China,26.0789,117.9874,6/22/2021,1
Fujian,China,26.0789,117.9874,6/23/2021,1
Fujian,China,26.0789,117.9874,6/24/2021,1
Fujian,China,26.0789,117.9874,6/25/2021,1
Fujian,China,26.0789,117.9874,6/26/2021,1
Fujian,China,26.0789,117.9874,6/27/2021,1
Fujian,China,26.0789,117.9874,6/28/2021,1
Fujian,China,26.0789,117.9874,6/29/2021,1
Fujian,China,26.0789,117.9874,6/30/2021,1
Fujian,China,26.0789,117.9874,7/1/2021,1
Fujian,China,26.0789,117.9874,7/2/2021,1
Fujian,China,26.0789,117.9874,7/3/2021,1
Fujian,China,26.0789,117.9874,7/4/2021,1
Fujian,China,26.0789,117.9874,7/5/2021,1
Fujian,China,26.0789,117.9874,7/6/2021,1
Fujian,China,26.0789,117.9874,7/7/2021,1
Fujian,China,26.0789,117.9874,7/8/2021,1
Fujian,China,26.0789,117.9874,7/9/2021,1
Fujian,China,26.0789,117.9874,7/10/2021,1
Fujian,China,26.0789,117.9874,7/11/2021,1
Fujian,China,26.0789,117.9874,7/12/2021,1
Fujian,China,26.0789,117.9874,7/13/2021,1
Fujian,China,26.0789,117.9874,7/14/2021,1
Fujian,China,26.0789,117.9874,7/15/2021,1
Fujian,China,26.0789,117.9874,7/16/2021,1
Fujian,China,26.0789,117.9874,7/17/2021,1
Fujian,China,26.0789,117.9874,7/18/2021,1
Fujian,China,26.0789,117.9874,7/19/2021,1
Fujian,China,26.0789,117.9874,7/20/2021,1
Fujian,China,26.0789,117.9874,7/21/2021,1
Fujian,China,26.0789,117.9874,7/22/2021,1
Fujian,China,26.0789,117.9874,7/23/2021,1
Fujian,China,26.0789,117.9874,7/24/2021,1
Fujian,China,26.0789,117.9874,7/25/2021,1
Fujian,China,26.0789,117.9874,7/26/2021,1
Fujian,China,26.0789,117.9874,7/27/2021,1
Fujian,China,26.0789,117.9874,7/28/2021,1
Fujian,China,26.0789,117.9874,7/29/2021,1
Fujian,China,26.0789,117.9874,7/30/2021,1
Fujian,China,26.0789,117.9874,7/31/2021,1
Fujian,China,26.0789,117.9874,8/1/2021,1
Fujian,China,26.0789,117.9874,8/2/2021,1
Fujian,China,26.0789,117.9874,8/3/2021,1
Fujian,China,26.0789,117.9874,8/4/2021,1
Fujian,China,26.0789,117.9874,8/5/2021,1
Fujian,China,26.0789,117.9874,8/6/2021,1
Fujian,China,26.0789,117.9874,8/7/2021,1
Fujian,China,26.0789,117.9874,8/8/2021,1
Fujian,China,26.0789,117.9874,8/9/2021,1
Fujian,China,26.0789,117.9874,8/10/2021,1
Fujian,China,26.0789,117.9874,8/11/2021,1
Fujian,China,26.0789,117.9874,8/12/2021,1
Fujian,China,26.0789,117.9874,8/13/2021,1
Fujian,China,26.0789,117.9874,8/14/2021,1
Fujian,China,26.0789,117.9874,8/15/2021,1
Fujian,China,26.0789,117.9874,8/16/2021,1
Fujian,China,26.0789,117.9874,8/17/2021,1
Fujian,China,26.0789,117.9874,8/18/2021,1
Fujian,China,26.0789,117.9874,8/19/2021,1
Fujian,China,26.0789,117.9874,8/20/2021,1
Fujian,China,26.0789,117.9874,8/21/2021,1
Fujian,China,26.0789,117.9874,8/22/2021,1
Fujian,China,26.0789,117.9874,8/23/2021,1
Fujian,China,26.0789,117.9874,8/24/2021,1
Fujian,China,26.0789,117.9874,8/25/2021,1
Fujian,China,26.0789,117.9874,8/26/2021,1
Fujian,China,26.0789,117.9874,8/27/2021,1
Fujian,China,26.0789,117.9874,8/28/2021,1
Fujian,China,26.0789,117.9874,8/29/2021,1
Fujian,China,26.0789,117.9874,8/30/2021,1
Fujian,China,26.0789,117.9874,8/31/2021,1
Fujian,China,26.0789,117.9874,9/1/2021,1
Fujian,China,26.0789,117.9874,9/2/2021,1
Fujian,China,26.0789,117.9874,9/3/2021,1
Fujian,China,26.0789,117.9874,9/4/2021,1
Fujian,China,26.0789,117.9874,9/5/2021,1
Fujian,China,26.0789,117.9874,9/6/2021,1
Fujian,China,26.0789,117.9874,9/7/2021,1
Fujian,China,26.0789,117.9874,9/8/2021,1
Fujian,China,26.0789,117.9874,9/9/2021,1
Fujian,China,26.0789,117.9874,9/10/2021,1
Fujian,China,26.0789,117.9874,9/11/2021,1
Fujian,China,26.0789,117.9874,9/12/2021,1
Fujian,China,26.0789,117.9874,9/13/2021,1
Fujian,China,26.0789,117.9874,9/14/2021,1
Fujian,China,26.0789,117.9874,9/15/2021,1
Fujian,China,26.0789,117.9874,9/16/2021,1
Fujian,China,26.0789,117.9874,9/17/2021,1
Fujian,China,26.0789,117.9874,9/18/2021,1
Fujian,China,26.0789,117.9874,9/19/2021,1
Fujian,China,26.0789,117.9874,9/20/2021,1
Fujian,China,26.0789,117.9874,9/21/2021,1
Fujian,China,26.0789,117.9874,9/22/2021,1
Gansu,China,35.7518,104.2861,1/22/2020,0
Gansu,China,35.7518,104.2861,1/23/2020,0
Gansu,China,35.7518,104.2861,1/24/2020,0
Gansu,China,35.7518,104.2861,1/25/2020,0
Gansu,China,35.7518,104.2861,1/26/2020,0
Gansu,China,35.7518,104.2861,1/27/2020,0
Gansu,China,35.7518,104.2861,1/28/2020,0
Gansu,China,35.7518,104.2861,1/29/2020,0
Gansu,China,35.7518,104.2861,1/30/2020,0
Gansu,China,35.7518,104.2861,1/31/2020,0
Gansu,China,35.7518,104.2861,2/1/2020,0
Gansu,China,35.7518,104.2861,2/2/2020,0
Gansu,China,35.7518,104.2861,2/3/2020,0
Gansu,China,35.7518,104.2861,2/4/2020,0
Gansu,China,35.7518,104.2861,2/5/2020,0
Gansu,China,35.7518,104.2861,2/6/2020,0
Gansu,China,35.7518,104.2861,2/7/2020,0
Gansu,China,35.7518,104.2861,2/8/2020,1
Gansu,China,35.7518,104.2861,2/9/2020,2
Gansu,China,35.7518,104.2861,2/10/2020,2
Gansu,China,35.7518,104.2861,2/11/2020,2
Gansu,China,35.7518,104.2861,2/12/2020,2
Gansu,China,35.7518,104.2861,2/13/2020,2
Gansu,China,35.7518,104.2861,2/14/2020,2
Gansu,China,35.7518,104.2861,2/15/2020,2
Gansu,China,35.7518,104.2861,2/16/2020,2
Gansu,China,35.7518,104.2861,2/17/2020,2
Gansu,China,35.7518,104.2861,2/18/2020,2
Gansu,China,35.7518,104.2861,2/19/2020,2
Gansu,China,35.7518,104.2861,2/20/2020,2
Gansu,China,35.7518,104.2861,2/21/2020,2
Gansu,China,35.7518,104.2861,2/22/2020,2
Gansu,China,35.7518,104.2861,2/23/2020,2
Gansu,China,35.7518,104.2861,2/24/2020,2
Gansu,China,35.7518,104.2861,2/25/2020,2
Gansu,China,35.7518,104.2861,2/26/2020,2
Gansu,China,35.7518,104.2861,2/27/2020,2
Gansu,China,35.7518,104.2861,2/28/2020,2
Gansu,China,35.7518,104.2861,2/29/2020,2
Gansu,China,35.7518,104.2861,3/1/2020,2
Gansu,China,35.7518,104.2861,3/2/2020,2
Gansu,China,35.7518,104.2861,3/3/2020,2
Gansu,China,35.7518,104.2861,3/4/2020,2
Gansu,China,35.7518,104.2861,3/5/2020,2
Gansu,China,35.7518,104.2861,3/6/2020,2
Gansu,China,35.7518,104.2861,3/7/2020,2
Gansu,China,35.7518,104.2861,3/8/2020,2
Gansu,China,35.7518,104.2861,3/9/2020,2
Gansu,China,35.7518,104.2861,3/10/2020,2
Gansu,China,35.7518,104.2861,3/11/2020,2
Gansu,China,35.7518,104.2861,3/12/2020,2
Gansu,China,35.7518,104.2861,3/13/2020,2
Gansu,China,35.7518,104.2861,3/14/2020,2
Gansu,China,35.7518,104.2861,3/15/2020,2
Gansu,China,35.7518,104.2861,3/16/2020,2
Gansu,China,35.7518,104.2861,3/17/2020,2
Gansu,China,35.7518,104.2861,3/18/2020,2
Gansu,China,35.7518,104.2861,3/19/2020,2
Gansu,China,35.7518,104.2861,3/20/2020,2
Gansu,China,35.7518,104.2861,3/21/2020,2
Gansu,China,35.7518,104.2861,3/22/2020,2
Gansu,China,35.7518,104.2861,3/23/2020,2
Gansu,China,35.7518,104.2861,3/24/2020,2
Gansu,China,35.7518,104.2861,3/25/2020,2
Gansu,China,35.7518,104.2861,3/26/2020,2
Gansu,China,35.7518,104.2861,3/27/2020,2
Gansu,China,35.7518,104.2861,3/28/2020,2
Gansu,China,35.7518,104.2861,3/29/2020,2
Gansu,China,35.7518,104.2861,3/30/2020,2
Gansu,China,35.7518,104.2861,3/31/2020,2
Gansu,China,35.7518,104.2861,4/1/2020,2
Gansu,China,35.7518,104.2861,4/2/2020,2
Gansu,China,35.7518,104.2861,4/3/2020,2
Gansu,China,35.7518,104.2861,4/4/2020,2
Gansu,China,35.7518,104.2861,4/5/2020,2
Gansu,China,35.7518,104.2861,4/6/2020,2
Gansu,China,35.7518,104.2861,4/7/2020,2
Gansu,China,35.7518,104.2861,4/8/2020,2
Gansu,China,35.7518,104.2861,4/9/2020,2
Gansu,China,35.7518,104.2861,4/10/2020,2
Gansu,China,35.7518,104.2861,4/11/2020,2
Gansu,China,35.7518,104.2861,4/12/2020,2
Gansu,China,35.7518,104.2861,4/13/2020,2
Gansu,China,35.7518,104.2861,4/14/2020,2
Gansu,China,35.7518,104.2861,4/15/2020,2
Gansu,China,35.7518,104.2861,4/16/2020,2
Gansu,China,35.7518,104.2861,4/17/2020,2
Gansu,China,35.7518,104.2861,4/18/2020,2
Gansu,China,35.7518,104.2861,4/19/2020,2
Gansu,China,35.7518,104.2861,4/20/2020,2
Gansu,China,35.7518,104.2861,4/21/2020,2
Gansu,China,35.7518,104.2861,4/22/2020,2
Gansu,China,35.7518,104.2861,4/23/2020,2
Gansu,China,35.7518,104.2861,4/24/2020,2
Gansu,China,35.7518,104.2861,4/25/2020,2
Gansu,China,35.7518,104.2861,4/26/2020,2
Gansu,China,35.7518,104.2861,4/27/2020,2
Gansu,China,35.7518,104.2861,4/28/2020,2
Gansu,China,35.7518,104.2861,4/29/2020,2
Gansu,China,35.7518,104.2861,4/30/2020,2
Gansu,China,35.7518,104.2861,5/1/2020,2
Gansu,China,35.7518,104.2861,5/2/2020,2
Gansu,China,35.7518,104.2861,5/3/2020,2
Gansu,China,35.7518,104.2861,5/4/2020,2
Gansu,China,35.7518,104.2861,5/5/2020,2
Gansu,China,35.7518,104.2861,5/6/2020,2
Gansu,China,35.7518,104.2861,5/7/2020,2
Gansu,China,35.7518,104.2861,5/8/2020,2
Gansu,China,35.7518,104.2861,5/9/2020,2
Gansu,China,35.7518,104.2861,5/10/2020,2
Gansu,China,35.7518,104.2861,5/11/2020,2
Gansu,China,35.7518,104.2861,5/12/2020,2
Gansu,China,35.7518,104.2861,5/13/2020,2
Gansu,China,35.7518,104.2861,5/14/2020,2
Gansu,China,35.7518,104.2861,5/15/2020,2
Gansu,China,35.7518,104.2861,5/16/2020,2
Gansu,China,35.7518,104.2861,5/17/2020,2
Gansu,China,35.7518,104.2861,5/18/2020,2
Gansu,China,35.7518,104.2861,5/19/2020,2
Gansu,China,35.7518,104.2861,5/20/2020,2
Gansu,China,35.7518,104.2861,5/21/2020,2
Gansu,China,35.7518,104.2861,5/22/2020,2
Gansu,China,35.7518,104.2861,5/23/2020,2
Gansu,China,35.7518,104.2861,5/24/2020,2
Gansu,China,35.7518,104.2861,5/25/2020,2
Gansu,China,35.7518,104.2861,5/26/2020,2
Gansu,China,35.7518,104.2861,5/27/2020,2
Gansu,China,35.7518,104.2861,5/28/2020,2
Gansu,China,35.7518,104.2861,5/29/2020,2
Gansu,China,35.7518,104.2861,5/30/2020,2
Gansu,China,35.7518,104.2861,5/31/2020,2
Gansu,China,35.7518,104.2861,6/1/2020,2
Gansu,China,35.7518,104.2861,6/2/2020,2
Gansu,China,35.7518,104.2861,6/3/2020,2
Gansu,China,35.7518,104.2861,6/4/2020,2
Gansu,China,35.7518,104.2861,6/5/2020,2
Gansu,China,35.7518,104.2861,6/6/2020,2
Gansu,China,35.7518,104.2861,6/7/2020,2
Gansu,China,35.7518,104.2861,6/8/2020,2
Gansu,China,35.7518,104.2861,6/9/2020,2
Gansu,China,35.7518,104.2861,6/10/2020,2
Gansu,China,35.7518,104.2861,6/11/2020,2
Gansu,China,35.7518,104.2861,6/12/2020,2
Gansu,China,35.7518,104.2861,6/13/2020,2
Gansu,China,35.7518,104.2861,6/14/2020,2
Gansu,China,35.7518,104.2861,6/15/2020,2
Gansu,China,35.7518,104.2861,6/16/2020,2
Gansu,China,35.7518,104.2861,6/17/2020,2
Gansu,China,35.7518,104.2861,6/18/2020,2
Gansu,China,35.7518,104.2861,6/19/2020,2
Gansu,China,35.7518,104.2861,6/20/2020,2
Gansu,China,35.7518,104.2861,6/21/2020,2
Gansu,China,35.7518,104.2861,6/22/2020,2
Gansu,China,35.7518,104.2861,6/23/2020,2
Gansu,China,35.7518,104.2861,6/24/2020,2
Gansu,China,35.7518,104.2861,6/25/2020,2
Gansu,China,35.7518,104.2861,6/26/2020,2
Gansu,China,35.7518,104.2861,6/27/2020,2
Gansu,China,35.7518,104.2861,6/28/2020,2
Gansu,China,35.7518,104.2861,6/29/2020,2
Gansu,China,35.7518,104.2861,6/30/2020,2
Gansu,China,35.7518,104.2861,7/1/2020,2
Gansu,China,35.7518,104.2861,7/2/2020,2
Gansu,China,35.7518,104.2861,7/3/2020,2
Gansu,China,35.7518,104.2861,7/4/2020,2
Gansu,China,35.7518,104.2861,7/5/2020,2
Gansu,China,35.7518,104.2861,7/6/2020,2
Gansu,China,35.7518,104.2861,7/7/2020,2
Gansu,China,35.7518,104.2861,7/8/2020,2
Gansu,China,35.7518,104.2861,7/9/2020,2
Gansu,China,35.7518,104.2861,7/10/2020,2
Gansu,China,35.7518,104.2861,7/11/2020,2
Gansu,China,35.7518,104.2861,7/12/2020,2
Gansu,China,35.7518,104.2861,7/13/2020,2
Gansu,China,35.7518,104.2861,7/14/2020,2
Gansu,China,35.7518,104.2861,7/15/2020,2
Gansu,China,35.7518,104.2861,7/16/2020,2
Gansu,China,35.7518,104.2861,7/17/2020,2
Gansu,China,35.7518,104.2861,7/18/2020,2
Gansu,China,35.7518,104.2861,7/19/2020,2
Gansu,China,35.7518,104.2861,7/20/2020,2
Gansu,China,35.7518,104.2861,7/21/2020,2
Gansu,China,35.7518,104.2861,7/22/2020,2
Gansu,China,35.7518,104.2861,7/23/2020,2
Gansu,China,35.7518,104.2861,7/24/2020,2
Gansu,China,35.7518,104.2861,7/25/2020,2
Gansu,China,35.7518,104.2861,7/26/2020,2
